year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2010,ford,focus,se,sedan,automatic,1fahp3fn9aw296661,ca,36,49974.0,blue,gray,primeritus remarketing/loan service center,7075,7700,17-12-2014
2010,ford,f-150,xlt,supercab,automatic,1ftex1ev5afb55279,ca,47,61616.0,white,black,motor city buick gmc,19850,34250,16-12-2014
2010,jeep,compass,sport,suv,automatic,1j4nt4fb9ad578762,ca,34,95161.0,orange,black,santander consumer,6075,6600,18-12-2014
2010,nissan,murano,sl,suv,automatic,jn8az1mu5aw016565,ca,35,40051.0,burgundy,black,toyota scion of downtown la,16550,12500,17-12-2014
2010,honda,civic,lx,sedan,automatic,2hgfa1f59ah310078,ca,34,92060.0,silver,gray,wescom credit union,7400,8400,17-12-2014
2010,toyota,highlander,base,suv,automatic,5tdza3eh4as001378,ca,22,112920.0,white,beige,buyers auto sales,12250,11300,17-12-2014
2010,honda,pilot,touring,suv,automatic,5fnyf3h96ab015840,ca,47,72985.0,white,gray,century dealer services corp,17300,21000,17-12-2014
2010,infiniti,g37 convertible,base,g37 convertible,automatic,jn1cv6fe4am355075,ca,41,45009.0,purple,gray,nissan infiniti lt,19950,21000,18-12-2014
2010,ford,f-150,xlt,supercrew,automatic,1ftfw1ev7afd27190,ca,2,90017.0,white,gray,enterprise veh exchange/rental,17800,15000,17-12-2014
2010,kia,forte,ex,sedan,automatic,knafu4a23a5222152,ca,39,47266.0,white,purple,santander consumer,7125,9000,18-12-2014
2010,mercedes-benz,c-class,c300 sport,sedan,automatic,wddgf5eb4ar122710,ca,28,32005.0,white,black,exeter finance corp,17050,19000,18-12-2014
2010,dodge,grand caravan,sxt,minivan,unknown,2d4rn5d19ar458784,ca,34,93679.0,white,—,kia of cerritos,7350,7750,16-12-2014
2010,jeep,wrangler,sport,suv,manual,1j4ga2d19al101879,ca,19,106389.0,silver,black,wells fargo dealer services,14150,9900,08-01-2015
2010,volkswagen,tiguan,se,suv,automatic,wvgav7ax6aw512463,ca,43,89705.0,white,black,orange coast chrysler jeep dodge,8050,8600,17-12-2014
2010,pontiac,g6,4c,unknown,automatic,1g2za5eb4a4103528,ca,22,75965.0,silver,black,a l financial corporation,7075,6000,17-12-2014
2010,lincoln,mkx,base,suv,automatic,2lmdj8jc8abj02992,ca,34,110772.0,white,—,rab motors,11500,7000,17-12-2014
2010,nissan,cube,1.8 sl,wagon,manual,jn8az2kr0at157503,ca,29,109785.0,blue,black,nissan motor acceptance corporation,5125,5000,17-12-2014
2010,honda,odyssey,lx,minivan,automatic,5fnrl3h27ab080213,ca,27,79116.0,white,tan,high bid trading co inc,9825,12500,17-12-2014
2010,ford,transit connect,cargo van xlt,minivan,automatic,nm0ls7dn7at040126,ca,34,48195.0,white,gray,donlen corporation,10750,9300,16-12-2014
2010,mazda,mazda3,i sport,sedan,automatic,jm1bl1sfxa1316296,ca,37,75707.0,gray,black,wells fargo dealer services,6825,8400,18-12-2014
2010,mitsubishi,outlander,es,suv,automatic,ja4as2aw0az019183,ca,44,31776.0,black,black,exeter finance corp,8625,10100,18-12-2014
2010,volkswagen,jetta,wolfsburg edition pzev,sedan,manual,3vwra7aj4am094044,ca,1,88181.0,white,black,vw credit,7550,4500,16-12-2014
2010,kia,forte,ex,sedan,automatic,knafu4a27a5243523,ca,31,45439.0,silver,gray,kia motors finance,7650,6400,16-12-2014
2010,hyundai,accent,blue,hatchback,manual,kmhcm3ac4au163512,ca,34,69435.0,blue,black,mazda of orange,3100,3100,17-12-2014
2010,ford,focus,s,sedan,manual,1fahp3en1aw152829,ca,34,84426.0,black,beige,s/n auto imports,4950,4700,17-12-2014
2010,scion,xb,base,wagon,automatic,jtlze4fe4a1107698,ca,2,85988.0,silver,black,toyota financial services,7775,7300,23-12-2014
2010,volkswagen,new beetle,2.5l red rock edition pzev,hatchback,automatic,3vwrg3ag5am018568,ca,31,65937.0,white,tan,nextgear capital,7300,7100,17-12-2014
2010,ford,fusion hybrid,base,sedan,automatic,3fadp0l3xar340623,ca,31,71555.0,gray,black,remarketing by ge/schools first fcu,10500,10500,16-12-2014
2010,jeep,compass,sport,suv,automatic,1j4nt4fb5ad505078,ca,39,77970.0,orange,black,jpmorgan chase bank n.a.,6850,8900,18-12-2014
2010,ford,focus,se,sedan,automatic,1fahp3fn9aw264406,ca,19,57155.0,green,tan,jpmorgan chase bank n.a.,6925,6100,18-12-2014
2010,ford,f-250 super duty,lariat,crew cab,automatic,1ftsw2br6aea04332,ca,39,75647.0,white,beige,aaero sweet company,30200,32000,18-12-2014
2010,ford,escape,xls,suv,automatic,1fmcu0c73aka71284,ca,35,83364.0,black,tan,ford motor credit company llc,7400,8200,18-12-2014
2010,ford,e-series wagon,e-350 super duty xl,van,automatic,1fbss3blxada87593,ca,34,125433.0,silver,gray,tech one racing,10750,10500,18-12-2014
2010,volvo,xc90,3.2 r-design,suv,automatic,yv4982cf8a1557503,ca,43,47650.0,white,black,volvo na lemon law/world omni,20200,16000,30-12-2014
2010,ford,mustang,v6,convertible,automatic,1zvbp8en2a5151768,ca,34,56296.0,red,tan,high bid trading co inc,10750,11400,17-12-2014
2010,toyota,corolla,le,sedan,automatic,1nxbu4ee0az336682,ca,36,39958.0,gold,tan,exeter finance corp,8725,10500,15-01-2015
2010,volkswagen,golf,2.5l pzev,hatchback,automatic,wvwbb7aj8aw119528,ca,48,72408.0,white,black,power drive inc,7225,9400,17-12-2014
2010,honda,accord,ex,sedan,automatic,1hgcp2f73aa191256,ca,37,55424.0,black,beige,exeter finance corp,11200,12500,18-12-2014
2010,ford,escape,xlt,suv,automatic,1fmcu0dg4akd11795,ca,43,51837.0,gray,black,us bank,9875,11000,30-12-2014
2010,ford,f-150,xlt,supercrew,automatic,1ftfw1cv6afb77382,ca,19,19591.0,blue,beige,us bank,20200,11000,13-01-2015
2009,audi,a3,2.0t quattro,wagon,automatic,waukf78px9a124993,ca,28,78254.0,black,black,high bid trading co inc,11800,14250,17-12-2014
2010,kia,soul,!,wagon,unknown,kndjt2a20a7188597,ca,27,81113.0,green,black,primeritus remarketing/bank of hawaii,7750,7600,17-12-2014
2010,ford,mustang,v6,convertible,automatic,1zvbp8en2a5166870,ca,19,99133.0,white,brown,tycon enterprises,8975,8600,06-01-2015
2010,gmc,terrain,sle-1,suv,automatic,2ctalbew1a6367197,ca,44,43653.0,white,black,wells fargo dealer services,12600,15100,18-12-2014
2010,nissan,370z,base,convertible,manual,jn1az4fh1am303039,ca,39,71287.0,red,black,century dealer services corp,15950,17500,17-12-2014
2010,honda,accord crosstour,ex-l,hatchback,automatic,5j6tf1h5xal006383,ca,45,29870.0,white,black,american road leasing inc,15000,16750,17-12-2014
2010,ford,f-150,harley-davidson,supercrew,automatic,1ftfw1ev5afc17920,ca,49,22200.0,black,black,richard j bartlett jr enterprises,30100,34250,16-12-2014
2010,volkswagen,cc,sport,sedan,automatic,wvwml9an2ae503573,ca,2,130668.0,—,beige,vw credit,6775,4600,13-01-2015
2010,nissan,sentra,2.0 sr,sedan,automatic,3n1ab6ap9al709935,ca,2,94622.0,red,gray,wells fargo dealer services,5250,5500,18-12-2014
2010,hyundai,elantra,gls,sedan,automatic,kmhdu4ad2au122492,ca,42,33039.0,silver,gray,star ford lincoln,7725,8500,16-12-2014
2010,honda,accord,lx,sedan,automatic,1hgcp2f36aa052607,ca,32,39673.0,blue,gray,ahfc/honda lease trust/hvt  inc.,10400,11700,18-12-2014
2010,mazda,mazda3,i touring,sedan,automatic,jm1bl1sg0a1141064,ca,33,85861.0,gray,black,jpmorgan chase bank n.a.,6300,8250,16-12-2014
2010,toyota,highlander,base,suv,automatic,5tdza3eh4as002997,ca,39,91308.0,black,gray,exeter finance corp,12800,13400,18-12-2014
2010,ford,focus,se,sedan,automatic,1fahp3fn6aw272088,ca,19,106781.0,white,gray,jpmorgan chase bank n.a.,5050,900,16-12-2014
2010,toyota,prius,iii,hatchback,automatic,jtdkn3du7a0135437,ca,19,113815.0,silver,gray,california fleet inc,10550,10400,18-12-2014
2010,honda,civic,dx-vp,sedan,automatic,19xfa1f32ae056853,ca,39,69743.0,silver,gray,ahfc/honda lease trust/hvt  inc.,8125,9800,18-12-2014
2010,volvo,xc70,3.2,wagon,automatic,yv4982bz8a1090207,ca,37,58477.0,black,beige,smith volvo inc,17100,18000,18-12-2014
2010,honda,cr-v,ex-l,suv,automatic,jhlre3h75ac004737,ca,4,47337.0,gray,black,remarketing by ge/chase lease remarketing co,14850,16000,17-12-2014
2010,toyota,corolla,le,sedan,automatic,1nxbu4ee7az299453,ca,34,53075.0,silver,gray,jpmorgan chase bank n.a.,8425,10400,18-12-2014
2010,honda,odyssey,lx,minivan,automatic,5fnrl3h29ab037556,ca,28,62522.0,gray,gray,aaero sweet company,10750,13000,07-01-2015
2010,mercedes-benz,glk-class,glk350 4matic,suv,automatic,wdcgg8hb3af319111,ca,34,109622.0,gray,—,autobahn motors,14350,13000,17-12-2014
2010,dodge,journey,se,suv,automatic,3d4pg4fb8at117696,ca,36,65963.0,black,black,jpmorgan chase bank n.a.,8500,8800,18-12-2014
2010,mercedes-benz,s-class,s550,sedan,automatic,wddng7bb6aa292666,ca,34,81926.0,black,black,southwest auto inc,31200,31000,07-01-2015
2010,ford,edge,limited,suv,automatic,2fmdk3kc8aba01848,ca,45,85379.0,silver,black,exeter finance corp,12850,14300,18-12-2014
2010,honda,civic,lx,sedan,automatic,2hgfa1f52ah501275,ca,28,96183.0,silver,gray,ahfc/honda lease trust/hvt  inc.,7400,8400,18-12-2014
2010,infiniti,qx56,base,suv,automatic,5n3za0ncxan907725,ca,49,62838.0,white,tan,aaero sweet company,27900,28250,18-12-2014
2010,mazda,mazda3,i sport,sedan,automatic,jm1bl1sg6a1330205,ca,19,55628.0,black,black,jpmorgan chase bank n.a.,7975,7000,16-12-2014
2010,toyota,corolla,s,sedan,automatic,1nxbu4ee6az309342,ca,36,43285.0,white,black,tustin community bank,9425,11000,17-12-2014
2010,honda,civic,lx,sedan,automatic,2hgfa1f50ah330770,ca,36,81054.0,gray,gray,santander consumer,7950,9500,18-12-2014
2010,nissan,versa,1.8 s,sedan,unknown,3n1bc1ap4al381554,ca,27,55630.0,blue,black,santander consumer,6325,6800,18-12-2014
2010,volvo,xc60,t6 r-design,suv,automatic,yv4992dz5a2031104,ca,31,67725.0,blue,beige,bob baker jeep,18350,15500,17-12-2014
2010,dodge,journey,sxt,suv,automatic,3d4pg5fv4at112169,ca,28,124914.0,silver,black,the car exchange,5375,6100,07-01-2015
2010,mercedes-benz,s-class,s550,sedan,automatic,wddng7bb4aa336308,ca,37,45188.0,silver,black,i auto sales inc,35800,36000,18-12-2014
2010,kia,optima,lx,sedan,automatic,knagg4a80a5372641,ca,26,57354.0,black,gray,tycon enterprises,6825,7250,06-01-2015
2010,mercedes-benz,m-class,ml350,suv,automatic,4jgbb5gb6aa617403,ca,42,57938.0,green,beige,walters auto sales/service inc,21500,21750,18-12-2014
2010,kia,soul,!,wagon,automatic,kndjt2a20a7702464,ca,21,99273.0,white,black,first investors servicing corp,6800,7300,16-12-2014
2010,ford,transit connect,cargo van xlt,minivan,automatic,nm0ls7dn8at021570,ca,3,95910.0,white,gray,donlen corporation,8725,7000,16-12-2014
2010,subaru,impreza,2.5i,hatchback,automatic,jf1gh6a68ah809882,ca,34,48391.0,charcoal,black,tycon enterprises,11250,10750,16-12-2014
2010,land rover,range rover,hse,suv,automatic,salmf1d42aa317589,ca,35,35561.0,white,tan,land rover north america llc,35600,28500,18-12-2014
2010,land rover,range rover,hse,suv,automatic,salmf1d49aa327049,ca,34,60000.0,brown,—,land rover redwood city,34300,32250,17-12-2014
2010,mercedes-benz,glk-class,glk350,suv,automatic,wdcgg5gb8af410648,ca,31,77517.0,silver,black,skyhigh remarketing inc,16850,16500,17-12-2014
2010,honda,accord,lx,sedan,automatic,1hgcp2f34aa011232,ca,21,113560.0,—,black,i auto sales inc,7900,6900,18-12-2014
2010,mercedes-benz,gl-class,gl450 4matic,suv,automatic,4jgbf7be7aa613510,ca,39,54812.0,black,black,hoehn motors inc,27000,26750,16-12-2014
2010,honda,civic,ex,coupe,automatic,2hgfg1b82ah523663,ca,45,99975.0,gray,gray,lbs financial credit union,7025,8900,17-12-2014
2010,toyota,camry,xle,sedan,automatic,4t1bf3ek0au522099,ca,29,92671.0,black,gray,high bid trading co inc,9800,9800,17-12-2014
2010,land rover,lr2,hse,suv,automatic,salft2bn5ah204665,ca,42,58341.0,black,black,century dealer services corp,15350,17500,17-12-2014
2010,ford,edge,se,suv,unknown,2fmdk3gc1abb58999,ca,34,92070.0,silver,—,audi concord,9625,7300,17-12-2014
2010,toyota,camry,base,sedan,automatic,4t1bf3ek0au563610,ca,19,88599.0,white,black,tdaf remarketing,8800,8000,16-12-2014
2010,jeep,grand cherokee,laredo,suv,automatic,1j4pr4gk9ac163002,ca,35,61334.0,silver,black,merchants automotive group,12900,13200,17-12-2014
2010,dodge,journey,sxt,suv,automatic,3d4pg5fv3at181998,ca,34,73745.0,black,gray,remarketing by ge/flagship credit acceptance,8900,8600,23-12-2014
2010,mitsubishi,lancer sportback,gts,hatchback,automatic,ja32x8hw7au016393,ca,19,95457.0,blue,black,navy fcu,6775,4000,18-12-2014
2010,hyundai,accent,blue,hatchback,manual,kmhcm3ac9au176983,ca,2,52373.0,white,gray,lincoln financial services,3575,3600,17-12-2014
2010,kia,sportage,lx,suv,automatic,kndkgca30a7699427,ca,28,93899.0,white,beige,remarketing by ge/golden 1 credit union,7650,7100,28-01-2015
2010,infiniti,qx56,base,suv,automatic,5n3za0ndxan900833,ca,39,72694.0,white,gray,century dealer services corp,24000,25750,17-12-2014
2010,toyota,venza,base,wagon,automatic,4t3za3bb5au037255,ca,1,72930.0,blue,tan,toyota financial services,13550,4500,04-02-2015
2010,land rover,lr2,hse,suv,automatic,salfr2bn6ah208058,ca,29,47273.0,white,beige,jaguar land rover thousand oaks,16400,15750,18-12-2014
2010,toyota,tundra,tundra grade,crewmax cab,automatic,5tfem5f13ax001448,ca,27,116604.0,gray,gray,exeter finance corp,14300,14600,18-12-2014
2010,mercedes-benz,s-class,s63 amg,sedan,automatic,wddng7hb8aa313413,ca,29,45527.0,silver,black,caseys cars inc,48200,43000,18-12-2014
2010,ford,focus,s,sedan,automatic,1fahp3en0aw280219,ca,28,97238.0,white,gray,santander consumer,4400,5100,18-12-2014
2010,ford,f-150,xlt,supercab,automatic,1ftex1c81afd12139,ca,1,141217.0,silver,beige,tradewinds remarketing,9750,9350,31-12-2014
2010,honda,civic,dx-vp,sedan,automatic,19xfa1f36ae009695,ca,27,65214.0,blue,gray,jpmorgan chase bank n.a.,8250,8800,18-12-2014
2010,infiniti,g37 convertible,base,g37 convertible,automatic,jn1cv6fe8am355371,ca,39,58266.0,white,beige,nissan infiniti lt,18450,21000,17-12-2014
2009,nissan,maxima,3.5 sv,sedan,automatic,1n4aa51e99c829319,ca,2,54197.0,black,black,jpmorgan chase bank n.a.,12100,10700,18-12-2014
2009,hyundai,sonata,gls,sedan,automatic,5npet46c39h569592,ca,23,126592.0,black,gray,cig financial,4025,2700,14-01-2015
2009,smart,fortwo,brabus coupe,hatchback,automatic,wmeej31x19k241827,ca,23,36244.0,red,red,remarketing by ge/nextgear capital,5300,3500,23-12-2014
2009,pontiac,g5,base,coupe,automatic,1g2as18h297168908,ca,26,123631.0,gray,black,california fleet inc,3275,3600,18-12-2014
2009,volkswagen,gti,base,hatchback,automatic,wvwhv71k09w122719,ca,44,76639.0,black,gray,lucky imports,8700,11300,17-12-2014
2009,gmc,yukon xl,denali,suv,automatic,1gkfk06289r161836,ca,3,103138.0,black,black,remarketing by ge/manheim riverside,20100,17000,16-12-2014
2009,toyota,rav4,base,suv,automatic,jtmzf33v19d002683,ca,21,193409.0,white,gray,ars/executive car leasing co,7725,7800,18-12-2014
2009,cadillac,escalade hybrid,base,suv,automatic,1gyfc43579r119473,ca,31,64944.0,black,beige,high bid trading co inc,25200,28000,17-12-2014
2009,ford,f-150,lariat,supercrew,automatic,1ftpw12v39kc63614,ca,45,105312.0,white,beige,hoehn motors inc,16850,17300,16-12-2014
2009,toyota,camry,base,sedan,automatic,4t4be46k89r096932,ca,19,134995.0,gray,silver,gm financial,6800,7000,17-12-2014
2009,nissan,versa,1.8 sl,hatchback,automatic,3n1bc13e39l418357,ca,19,59665.0,blue,beige,santander consumer,5850,4500,18-12-2014
2009,mazda,mazda6,i sv,sedan,automatic,1yvhp81a395m06675,ca,34,92488.0,blue,gray,a l financial corporation,6225,7400,17-12-2014
2009,chevrolet,tahoe,ltz,suv,automatic,1gnfc33j89r280404,ca,38,156406.0,black,black,california fleet inc,13950,14250,18-12-2014
2009,audi,a4,2.0t premium quattro,sedan,automatic,wausf78k79a095778,ca,29,59602.0,silver,black,first investors servicing corp,14350,16000,16-12-2014
2009,mercedes-benz,gl-class,gl550,suv,automatic,4jgbf86e89a494412,ca,39,73291.0,black,beige,high bid trading co inc,25400,24500,18-12-2014
2009,ford,ranger,xl,regular cab,automatic,1ftyr10d69pa20341,ca,2,312235.0,white,gray,o'reilly auto parts,3050,2000,11-02-2015
2009,chevrolet,silverado 2500hd,work truck,crew cab,automatic,1gchk43k69f151730,ca,36,38822.0,white,gray,enterprise fleet management exchange  inc.,22200,20000,18-12-2014
2009,mercedes-benz,gl-class,gl450,suv,automatic,4jgbf71e59a458498,ca,47,51714.0,black,black,high bid trading co inc,26300,27750,17-12-2014
2009,dodge,journey,se,suv,automatic,3d4gg47b09t530478,ca,28,104123.0,black,black,repo remarketing/visterra credit union,5450,5000,17-12-2014
2009,chevrolet,silverado 2500hd,work truck,crew cab,automatic,1gchk43k29f151885,ca,29,39498.0,white,gray,enterprise fleet management exchange  inc.,22100,21000,18-12-2014
2009,toyota,corolla,base,sedan,automatic,1nxbu40e79z135798,ca,31,79618.0,silver,gray,jpmorgan chase bank n.a.,6625,8200,18-12-2014
2009,mazda,cx-9,grand touring,suv,automatic,jm3tb28v690180060,ca,31,140689.0,white,gray,northwest import sales,6775,8000,17-12-2014
2009,dodge,journey,sxt,suv,automatic,3d4gg57v79t549934,ca,21,147998.0,gray,beige,jpmorgan chase bank n.a.,4250,4300,18-12-2014
2009,ford,escape,xlt,suv,automatic,1fmcu03789kc85036,ca,42,106874.0,silver,tan,wheels exchange llc,7575,7000,17-12-2014
2009,ford,focus,sel,sedan,automatic,1fahp37n59w183056,ca,35,96588.0,silver,black,santander consumer,5600,7300,18-12-2014
2009,chevrolet,avalanche,lt1,crew cab,automatic,3gnec22099g252089,ca,21,74387.0,blue,black,gm financial,18200,16500,17-12-2014
2009,bmw,3 series,328i,sedan,automatic,wbaph57599nm34386,ca,34,86571.0,gray,black,bmw of murrieta,10950,11500,16-12-2014
2009,mitsubishi,lancer,es-sport,sedan,manual,ja3au26u09u002513,ca,23,118427.0,gray,black,california republic bank,4625,6000,17-12-2014
2009,nissan,maxima,3.5 sv,sedan,automatic,1n4aa51e39c820566,ca,34,63858.0,gray,black,honda of escondido,11800,12000,17-12-2014
2009,honda,accord,lx-p,sedan,automatic,1hgcp26469a198140,ca,26,133309.0,gray,black,ahfc/honda lease trust/hvt  inc.,6475,7800,18-12-2014
2009,honda,accord,lx,sedan,automatic,1hgcp26339a076570,ca,34,23105.0,black,—,apexcars net,10350,12700,17-12-2014
2009,mercedes-benz,m-class,ml350 4matic,suv,automatic,4jgbb86e29a465998,ca,27,71108.0,silver,black,dublin honda,18700,18500,17-12-2014
2009,jaguar,xf,premium luxury,sedan,automatic,sajwa06b39hr08782,ca,35,100856.0,green,beige,billion dodge chrysler jeep,13000,13250,18-12-2014
2009,bmw,5 series,528i xdrive,sedan,automatic,wbanv13559c154975,ca,44,41128.0,black,off-white,financial services remarketing (lease),17100,17800,16-12-2014
2009,bmw,x5,xdrive48i,suv,automatic,5uxfe83559l170334,ca,28,79957.0,black,black,remarketing by ge/manheim california,19400,18750,17-12-2014
2009,honda,cr-v,ex,suv,automatic,jhlre48549c001036,ca,37,90637.0,white,gray,livermore toyota and livermore scion,11650,11700,17-12-2014
2009,bmw,3 series,328i,sedan,automatic,wbaph57569nl79279,ca,42,60755.0,white,gray,exeter finance corp,12400,14500,18-12-2014
2009,honda,cr-v,ex-l,suv,automatic,5j6re38759l029852,ca,19,84832.0,black,black,honda of hayward,12950,9000,17-12-2014
2009,mini,cooper,s,hatchback,automatic,wmwmf73599tw81834,ca,2,108096.0,gray,black,east bay bmw,5825,4600,17-12-2014
2009,cadillac,escalade,base,suv,automatic,1gyfc53219r124437,ca,26,72247.0,blue,black,caseys cars inc,22600,25000,30-12-2014
2009,mitsubishi,lancer,de,sedan,automatic,ja3au16u69u042671,ca,35,51521.0,silver,black,jpmorgan chase bank n.a.,5025,7600,18-12-2014
2009,cadillac,escalade hybrid,base,suv,automatic,1gyfc43509r123767,ca,28,170960.0,white,—,myrddin fleet services,15750,15000,08-01-2015
2009,honda,accord,ex,sedan,automatic,1hgcp26779a158269,ca,28,78127.0,gray,gray,wells fargo dealer services,9575,11000,18-12-2014
2009,ford,fusion,sel,sedan,automatic,3fahp08109r180756,ca,34,56663.0,black,black,kearny pearson kia,9025,8500,17-12-2014
2009,chevrolet,2500,slv 4x2 rg work truck,unknown,automatic,1gbhc44k19e127776,ca,3,93884.0,white,black,tradewinds remarketing,10900,10600,16-12-2014
2009,toyota,corolla,s,sedan,automatic,1nxbu40e59z135329,ca,2,105473.0,red,black,exeter finance corp,7625,4400,16-12-2014
2009,mercedes-benz,slk-class,slk350,convertible,automatic,wdbwk58f29f192962,ca,35,97527.0,black,black,san diego sports cars,14200,14000,07-01-2015
2009,jaguar,xf,premium luxury,sedan,automatic,sajwa06b99hr16630,ca,36,58637.0,red,tan,hoehn motors inc,18000,18600,17-12-2014
2009,chevrolet,impala,ss,sedan,automatic,2g1wd57c191152763,ca,19,101928.0,silver,black,jpmorgan chase bank n.a.,7300,5000,18-12-2014
2009,toyota,corolla,base,sedan,unknown,jtdbl40e099074272,ca,34,100806.0,black,—,champion chrysler jeep dodge,6325,5700,18-12-2014
2009,infiniti,qx56,base,suv,automatic,5n3aa08dx9n904112,ca,39,73176.0,black,black,california auto wholesale,21800,23200,17-12-2014
2009,nissan,titan,le,crew cab,automatic,1n6aa07fx9n304896,ca,34,43819.0,black,—,r & r auto group inc,19450,18700,18-12-2014
2009,mercedes-benz,s-class,s550,sedan,automatic,wddng71x39a258628,ca,34,69781.0,white,brown,high bid trading co inc,26300,30250,17-12-2014
2009,toyota,corolla,le,sedan,automatic,1nxbu40ex9z145063,ca,24,67321.0,silver,gray,h & h japanese auto sales llc,7500,7250,31-12-2014
